name,fingerprint,user_id,created_at
trial,dcfd2ef6a9163ecfbe5b3ccae6ff1c14,dffd2ab651b274ab537b695a2a20823e,1984-02-11 12:46:01.727791 UTC
trial,3782816ff688266f15ec9dbf787e5b07,45e155d27a87308d4c3d99888c4c48a9,2017-01-18 08:48:08.975766 UTC
trial,9fa591777fafbabc4015594e23c73640,28d83b9df38384fc3df330b3665a71b0,1986-12-22 18:42:55.211460 UTC
trial,d41692c755d259a5bfbcea4b86b147e1,e1694ce5b6018b55df8197da9c803e1a,1982-10-07 18:19:57.776491 UTC
trial,58c99d5bc13bae374c7bfe0bd3cc7f3a,e80b314efc04f1f042f57fd99f8f0d02,1988-07-23 06:14:57.240877 UTC
trial,91cc1344431bcc5022f32d8b3d050d2f,afba3fe87ada693d0db719826730024b,1996-08-15 13:49:23.415171 UTC
trial,4653c5e3f5a6976fe266054158365580,253787a8a779173eab9ee14e7cdc4d6b,2017-04-21 21:48:12.313853 UTC
trial,36b7c3923ee82e11a9f2606bd330d59c,f57a246ee39b26a10eb30f6391b0cfd5,1971-04-30 15:34:25.659488 UTC
trial,5fc5fbed29786b2db13ca74e9c0658bc,e7aba9a903cd7e5378c82c6a9524269a,2004-04-26 14:44:19.025499 UTC
trial,4e34085ef6630d161358d9395469567a,7ca63d5701d1ece7ea72e95e54668191,1979-12-14 08:36:15.236483 UTC
trial,d109bc1868586aff2f32ad29ee889e47,69e797f0f63dc318430de7c34b039616,1994-06-29 06:54:19.503154 UTC
trial,7666b90cdcc947da2c568e30b4039179,242638ed46845095480924c161910182,2003-08-02 18:12:17.570016 UTC
trial,4cae95e23f6b7039e406a40915a29ade,df7a9f303ce3f799cc7004714918b8a2,1993-05-30 15:15:58.989421 UTC
trial,ed92b524290b151ce357f0d6897895c5,5f044c7cf2809b4005054a1762ea7ff0,1988-10-23 23:32:18.798991 UTC
trial,73695ce4d2c0bf00db3ae1200e5ed86b,3a70e11144112d86fd3f67795948f64d,2004-07-01 18:02:33.627464 UTC
trial,072d183dc4402e2cebf09ff143549140,68e6f2d3aafaf7030f0f3c4b9b2cde42,2010-11-06 17:27:01.536327 UTC
trial,27991f4ad53b051bcc681fd2ce1f4989,1952e25dbbfe62539456c8cb0ffc952e,2022-11-19 00:29:56.107696 UTC
trial,3f93f843512e47b7508563a8772affe8,91512f8aed96c8597bbcca1176972701,2018-04-05 02:12:45.526488 UTC
trial,1f31c5b88c739934c227049466b87c41,f73659ddf390c4ca23fe4dbb51e81c02,2002-12-14 13:28:12.166859 UTC
trial,1d32fbf0856c92ec927912e69fdc694b,8a53962cbeb99ddab8e5e3df95afea9b,1980-09-25 14:20:07.547357 UTC
trial,8fc185097ff34a0b45afe27f4dd35af4,88e66e92f59b65d6712f154e0a979358,2020-05-05 05:16:24.970945 UTC
trial,cb4f62e870508ef3bf3022e81edbea3a,cfa1df85e05ccdc2a89fc20f4c5ebf35,1981-09-17 23:06:54.402107 UTC
